"","realprice1","realprice2","realprice3","realprice4","br1","br2","br3","br4","residual.price.1","residual.price.2","residual.price.3","residual.price.4","min.dist.honda","min.dist.nissan","min.dist.toyota","min.dist.vw","DIST10.honda","DIST10.nissan","DIST10.toyota","DIST10.vw","TRADEMANUFACTURER","TRADENAME","TRADEMODEL","TRADEORIGIN","TRADEBODYTP","TRADECYLINDER","CUSTLATITUDE","CUSTLONGITUDE","ZIPCODE","brand"
"195",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,0,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,5.75815059715893,27.4045362369148,23.5532624674631,21.133350748343,59.3699699377136,134.948980136078,145.957165329009,145.373253643105,"General Motors","Chevrolet","Silverado 1500","Domestic","Pickup","8 Cyl",34.471886,-118.627012,91384,1
"196",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,1,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,7.24707135140815,4.49952512630723,3.76889565083275,7.13465628402668,34.0245287623189,112.674666046354,120.533799806346,119.890250065271,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.189969,-118.314646,91501,3
"197",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,1,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,12.5695478575103,16.2636337091237,2.24153330465628,3.3168890741676,29.2348596898971,89.8547446567973,101.041543308076,100.030154169288,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",34.039889,-117.922935,91792,3
"198",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,0,1,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,4.32744463752935,5.85733298624387,11.065713843269,8.6967089097001,39.0508001757414,97.1685990614074,97.4996476350534,83.9559760079161,"Volkswagen","Volkswagen","Beetle","European","Hatchback","4 Cyl",33.707591,-118.021164,92647,1
"199",9.92329018,9.95227771658705,9.9116276795,10.0592589411978,0,0,1,0,-0.283930593676312,0.103945471239884,0.153125239822142,0.600595126388675,12.8459247974542,4.0039879421687,4.86372054085536,28.7015335853581,44.219053844872,95.6063153616638,95.8781539791231,71.6562486879377,"Toyota","Toyota","Camry Solara","Asian","Coupe","6 Cyl",33.597532,-117.664358,92691,3
"225",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,7.32057395181845,7.27779366316068,5.26391030584352,8.50108393885298,22.9878806163755,101.110568883951,100.52683603923,100.038277470573,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.912881,-118.172703,90280,3
"226",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,9.52843749672043,13.5520792297447,28.6845631806006,10.6492738726464,52.0192782330039,66.8407477370548,86.5205591868813,84.6851697767213,"General Motors","Chevrolet","Silverado 1500","Domestic","Pickup","8 Cyl",33.965026,-117.383997,92506,1
"227",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,13.0132339825497,4.64257483632081,5.4357217677816,29.319036004516,44.3307167052816,93.946547958041,94.2157538251913,72.2927365508513,"Toyota","Toyota","Avalon","Asian","Sedan","6 Cyl",33.61614,-117.63944,92692,3
"228",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,4.95987630010755,11.4714264771507,0.599129083350434,5.89556902775797,28.0602457571292,96.4662745320706,95.499483291286,94.9570187860568,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.867837,-118.091907,90703,3
"240",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,1,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,2.96718069946496,4.6895713934319,5.9000067999558,18.0625784642574,40.0864352060116,93.5578252297489,93.8626461492175,76.6476272173885,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",33.6854,-117.8317,92623,2
"241",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,1,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,4.32466278426489,5.72572759656718,17.8256653069613,15.0467185632299,44.0025810167988,77.3141455923604,80.0655629874934,78.569470191463,"Nissan","Nissan","Pathfinder","Asian","Sport Utility","6 Cyl",33.839952,-117.523364,92881,2
"242",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,6.35942360650931,4.35485771849779,5.60938045619499,5.78856438341888,29.6941706103575,113.959924824288,115.995066041054,115.567019651436,"Honda","Honda","Civic","Asian","Coupe","4 Cyl",34.073183,-118.380535,90048,1
"243",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,2.9695861441143,6.94053138785606,2.9216204779005,8.24913811831938,33.8439896335693,90.9555288930276,90.0772964229701,89.443481694743,"Honda","Honda","Civic","Asian","Coupe","4 Cyl",33.824629,-117.993158,92804,3
"244",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,1.82155329420314,5.78476807190937,7.73375501339729,9.97594452383841,29.2839126200024,109.097492950034,112.359130297026,111.837511657562,"Ford","Ford","Mustang","Domestic","Convertible","6 Cyl",34.058762,-118.290724,90005,2
"245",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,3.98134767155594,7.52638389417403,9.79387905073243,6.92085814693532,37.2916928096861,96.768318018784,97.1037412884071,85.7314501097221,"Ford","Ford","Explorer","Domestic","Sport Utility","6 Cyl",33.726075,-118.044571,92649,1
"246",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,10.7031473516959,2.21416295979277,2.86552379381405,25.9316798450653,41.8965964059792,96.492013405111,96.7731961058181,70.6427103630982,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.600812,-117.721856,92656,2
"247",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,3.24047742824364,7.67213203750576,9.15554731322013,7.82307878854976,29.3761599447619,110.55668491023,111.660139589204,111.229000931723,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.024776,-118.328412,90018,2
"248",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,7.01066000171457,8.68250478646431,6.3683338099049,10.2776740614426,33.5010058161739,86.8617138544904,93.7961771536155,92.8637047290205,"Suzuki","Suzuki","Grand Vitara","Asian","Sport Utility","6 Cyl",33.932077,-117.896389,92821,2
"249",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,4.42740853711102,3.65541655989207,5.12055775465905,9.41258956910365,28.3903914017041,110.866253551409,114.959977359598,114.428454514121,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",34.091845,-118.314788,90038,2
"250",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,6.12746924555035,4.31332144606482,15.9641932795635,14.6321268686864,34.850978816867,78.3226362802679,85.958340901862,84.7458683512008,"Honda","Honda","Pilot","Asian","Sport Utility","6 Cyl",33.880382,-117.697338,92887,1
"265",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,0.671625416191908,4.07591039669814,6.38879581864128,3.93370431223533,29.2786992947638,110.769535828626,103.686679889038,103.547415190161,"Bavarian Motor Works","BMW","525I","European","Sedan","6 Cyl",33.851328,-118.365386,90503,1
"266",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,5.72394306297703,8.0070629443566,3.1342321852457,5.39202015323358,25.8539690234514,99.9440105706029,97.629586731545,97.1821223689923,"Ford","Lincoln","Navigator","Domestic","Sport Utility","8 Cyl",33.869195,-118.157747,90805,3
"267",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,2.63866964764102,3.76661820762935,10.2030814682653,14.5611297334295,38.9305709611634,90.328882464317,90.6460092941268,81.8260690244991,"Ford","Ford","Windstar","Domestic","Van","6 Cyl",33.754829,-117.872446,92701,1
"268",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,2.7416233119052,8.35032374392652,10.4411888902595,7.87901251793393,30.7670848840358,109.229704591041,110.158041342296,109.71829626862,"Ford","Ford","Escort","Domestic","Coupe","4 Cyl",34.010141,-118.306674,90062,3
"270",9.9234088,9.795345394,9.909779715,10.1163730697,1,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,2.8784701690946,6.84932712728605,6.74836014065303,19.5375678002365,36.0371252332579,89.5343659778493,89.8364312357653,77.9006302740177,"Honda","Honda","Accord","Asian","Coupe","4 Cyl",33.731766,-117.782705,92602,1
"271",9.9234088,9.795345394,9.909779715,10.1163730697,1,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,5.78288037543279,9.34641180260371,5.73965088749552,9.12346770551945,29.6637157747328,107.317318157377,103.96908146905,96.6228506458794,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.754041,-118.307749,90732,1
"272",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,4.62171118330817,11.7924057177538,0.950765190540911,6.18844716059592,28.1829126312777,96.1442476542542,95.4243774262851,94.8691437438759,"Ford","Ford","Thunderbird","Domestic","Coupe","6 Cyl",33.869985,-118.085464,90701,3
"273",9.9234088,9.795345394,9.909779715,10.1163730697,1,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,3.26210415275275,11.2711603682787,3.30893936623612,9.6448331347273,28.445026813677,93.8504013836694,95.9532571062081,95.2743725173043,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.904865,-118.03581,90638,1
"274",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,5.09773913336071,8.21639584099915,10.4804525760638,6.60357443212383,30.3124362810932,111.598998152437,111.276206530451,110.906340850989,"Ford","Ford","Focus","Domestic","Sedan","4 Cyl",34.002472,-118.354081,90008,3
"275",9.9234088,9.795345394,9.909779715,10.1163730697,0,1,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,0.523426782609911,3.98487393824489,5.34296020572487,4.77684457908616,28.2215699606859,109.813984613331,102.574920114542,102.429434631639,"Nissan","Nissan","Maxima","Asian","Sedan","6 Cyl",33.841405,-118.348416,90503,3
"311",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,9.42236318854965,1.32701352314514,1.71513198195989,24.7619429797652,40.6283004285134,95.8166549865036,96.1012509114351,69.8221061520659,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.615832,-117.736026,92637,3
"312",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,1.77449188861917,9.38795800915776,1.82304046320679,10.1686926075765,30.3120588924938,92.0179918995518,94.3197957006102,93.6065246610853,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.892835,-118.003133,90638,1
"313",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,1,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,2.12201755472285,8.34600377209338,11.3049426554754,8.66499035967034,30.1018852391533,107.433386386511,108.927208394836,108.447581149114,"Volkswagen","Volkswagen","Jetta","European","Sedan","4 Cyl",34.007286,-118.272867,90011,3
"314",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,3.63821149897629,5.44282315267483,3.93854157863111,3.138350442538,37.3596313475675,117.254679221739,123.946529085776,123.385628939675,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.205594,-118.398794,91605,1
"315",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,6.4874777312414,10.2804949791903,2.76940289393289,7.63521894755604,25.7485584707079,97.8586426436813,97.9686618740974,97.412033371436,"Daewoo","Daewoo","Lanos","Asian","Hatchback","4 Cyl",33.900106,-118.113074,90706,3
"329",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,1,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,1.39136493952627,1.47157457052072,5.24016433081677,3.45847523137547,27.770914611123,108.804018782343,103.433193999144,103.208633669269,"Toyota","Toyota","Camry Solara","Asian","Coupe","6 Cyl",33.87359,-118.325283,90504,1
"330",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,2.55199037279324,2.64351502459626,8.69983709418904,15.2350759306889,41.5030113636601,93.8726624154672,94.185722632524,79.0073553255752,"General Motors","Chevrolet","S10","Domestic","Pickup","4 Cyl",33.700155,-117.881551,92707,1
"331",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,7.28936591963935,27.3068952163274,41.2268011791933,22.0238971164577,65.7860021212634,65.3823935420287,91.3047666163958,90.705055491882,"Honda","Honda","Accord","Asian","Coupe","4 Cyl",34.019214,-117.132557,92373,1
"332",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,7.51597536948435,5.73010242282193,14.6878256151279,16.349127291532,33.5427669812365,79.9792636872883,85.346641455256,84.1959156931209,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.862636,-117.720947,92808,1
"333",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,3.64854669760802,7.36644783429225,11.6160934629368,12.8743456892876,29.1691058550892,104.164263748795,108.554085416643,107.938708076395,"Mazda","Mazda","Mx-6","Asian","Coupe","4 Cyl",34.039711,-118.200914,90063,2
"334",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,2.96105953314183,5.93370508233304,5.09042930022858,19.4475856254181,38.1191551724085,91.9541945365512,92.2551957037188,76.3475327456379,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.698137,-117.796949,92606,1
"335",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,2.12179660332039,1.03997255145957,16.9388099461086,13.6226511336346,39.118802805604,77.3176355316129,83.5044556792545,82.1570392228929,"Honda","Acura","Integra","Asian","Hatchback","4 Cyl",33.867529,-117.615891,92882,1
"336",9.910761037,9.84372003226454,9.8648778775,10.18021480095,1,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,3.61642709491953,6.61952390978016,8.09188323729643,7.31735175663815,28.2777912066597,111.248640251653,112.744771143299,112.307429032794,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.03894,-118.337935,90016,2
"337",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,1.72790355759927,5.22500339523952,8.2642351550302,11.2822729808121,30.4626918593977,107.916042741901,111.845800448789,111.288447877249,"General Motors","Chevrolet","Cavalier","Domestic","Sedan","4 Cyl",34.062794,-118.266634,90026,2
"338",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,14.1259558258791,13.6285650651506,12.0270242509223,7.27247842544953,38.9182564228769,78.229906955722,98.0397383371417,96.6237635997882,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.073464,-117.680702,91786,2
"339",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,1,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,4.65427747998066,6.49371923711499,4.64909170073082,5.96912534437209,24.8383633828162,101.460451604022,98.6807796532579,98.2702206550283,"Toyota","Toyota","Camry","Asian","Sedan","6 Cyl",33.871749,-118.186165,90805,3
"340",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,4.72756557415061,8.21719414812933,9.63886350311926,6.5805316252505,29.526042691732,111.73308966958,111.926258849403,111.539726033317,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.01471,-118.353633,90008,2
"341",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,10.3703215100376,1.55633001716732,2.40738899813523,26.3173347861321,41.742237923527,94.6767520112656,94.9560251197293,70.8913560191279,"Ford","Lincoln","Town Car","Domestic","Sedan","8 Cyl",33.62196,-117.69856,92630,3
